Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/partitionMerge/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/partitionMerge/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/write,Write MongoDB collection throughput,Update a MongoDB collection throughput.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/read,Read MongoDB collection throughput,Read a MongoDB collection throughput.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/migrateToAutoscale/action,Migrate MongoDB collection offer to autoscale,Migrate MongoDB collection offer to autoscale.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/migrateToManualThroughput/action,Migrate MongoDB collection offer to to manual throughput,Migrate MongoDB collection offer to to manual throughput.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/redistributeThroughput/action,Redistribute throughput for the specified physical partitions of the MongoDB collection.,Redistribute throughput for the specified physical partitions of the MongoDB collection.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/retrieveThroughputDistribution/action,Retrieve throughput for the specified physical partitions of the MongoDB collection.,Retrieve throughput for the specified physical partitions of the MongoDB collection.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings/migrateToAutoscale/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/migrateToAutoscale/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/collections/throughputSettings/migrateToManualThroughput/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/collections/throughputSettings/migrateToManualThroughput/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/write,Write MongoDB database throughput,Update a MongoDB database throughput.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/read,Read MongoDB database throughput,Read a MongoDB database throughput.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/migrateToAutoscale/action,Migrate MongoDB database offer to autoscale,Migrate MongoDB database offer to autoscale.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/migrateToManualThroughput/action,Migrate MongoDB database offer to to manual throughput,Migrate MongoDB database offer to to manual throughput.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/redistributeThroughput/action,Redistribute throughput for the specified physical partitions of the MongoDB database.,Redistribute throughput for the specified physical partitions of the MongoDB database.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/retrieveThroughputDistribution/action,Retrieve throughput for the specified physical partitions of the MongoDB database.,Retrieve throughput for the specified physical partitions of the MongoDB database.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings/migrateToAutoscale/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/migrateToAutoscale/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings/migrateToManualThroughput/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/migrateToManualThroughput/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbDatabases/throughputSettings/operationResults,Microsoft.DocumentDB/databaseAccounts/mongodbDatabases/throughputSettings/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/mongodbRoleDefinitions,Microsoft.DocumentDB/databaseAccounts/mongodbRoleDefinitions/read,Microsoft.DocumentDB/databaseAccounts/mongodbRoleDefinitions/read,Read a MongoDB Role Definition,false
Microsoft.DocumentDB,databaseAccounts/mongodbRoleDefinitions,Microsoft.DocumentDB/databaseAccounts/mongodbRoleDefinitions/write,Microsoft.DocumentDB/databaseAccounts/mongodbRoleDefinitions/write,Create or update a Mongo Role Definition,false
Microsoft.DocumentDB,databaseAccounts/mongodbRoleDefinitions,Microsoft.DocumentDB/databaseAccounts/mongodbRoleDefinitions/delete,Microsoft.DocumentDB/databaseAccounts/mongodbRoleDefinitions/delete,Delete a MongoDB Role Definition,false
Microsoft.DocumentDB,databaseAccounts/mongodbUserDefinitions,Microsoft.DocumentDB/databaseAccounts/mongodbUserDefinitions/read,Microsoft.DocumentDB/databaseAccounts/mongodbUserDefinitions/read,Read a MongoDB User Definition,false
Microsoft.DocumentDB,databaseAccounts/mongodbUserDefinitions,Microsoft.DocumentDB/databaseAccounts/mongodbUserDefinitions/write,Microsoft.DocumentDB/databaseAccounts/mongodbUserDefinitions/write,Create or update a MongoDB User Definition,false
Microsoft.DocumentDB,databaseAccounts/mongodbUserDefinitions,Microsoft.DocumentDB/databaseAccounts/mongodbUserDefinitions/delete,Microsoft.DocumentDB/databaseAccounts/mongodbUserDefinitions/delete,Delete a MongoDB User Definition,false
Microsoft.DocumentDB,databaseAccounts/notebookWorkspaces,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/write,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/write,Create or update a notebook workspace,false
Microsoft.DocumentDB,databaseAccounts/notebookWorkspaces,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/read,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/read,Read a notebook workspace,false
Microsoft.DocumentDB,databaseAccounts/notebookWorkspaces,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/delete,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/delete,Delete a notebook workspace,false
Microsoft.DocumentDB,databaseAccounts/notebookWorkspaces,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/listConnectionInfo/action,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/listConnectionInfo/action,List the connection info for a notebook workspace,false
Microsoft.DocumentDB,databaseAccounts/notebookWorkspaces/operationResults,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/operationResults/read,Microsoft.DocumentDB/databaseAccounts/notebookWorkspaces/operationResults/read,Read the status of an asynchronous operation on notebook workspaces,false
Microsoft.DocumentDB,databaseAccounts/region/databases/collections/metrics,Microsoft.DocumentDB/databaseAccounts/region/databases/collections/metrics/read,Read regional collection metrics,Reads the regional collection metrics.,false
Microsoft.DocumentDB,databaseAccounts/region/databases/collections/partitions,Microsoft.DocumentDB/databaseAccounts/region/databases/collections/partitions/read,Read regional database account partitions in a collection,Read regional database account partitions in a collection,false
Microsoft.DocumentDB,databaseAccounts/region/databases/collections/partitions/metrics,Microsoft.DocumentDB/databaseAccounts/region/databases/collections/partitions/metrics/read,Read regional database account partition level metrics,Read regional database account partition level metrics,false
Microsoft.DocumentDB,databaseAccounts/region/databases/collections/partitionKeyRangeId/metrics,Microsoft.DocumentDB/databaseAccounts/region/databases/collections/partitionKeyRangeId/metrics/read,Read regional database account partition key level metrics,Read regional database account partition key level metrics,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/write,Write SQL database,Create a SQL database.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/read,Read SQL database(s),Read a SQL database or list all the SQL databases.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/delete,Delete SQL database,Delete a SQL database.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/clientEncryptionKeys,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/clientEncryptionKeys/write,Write Client Encryption Key,Create or update a Client Encryption Key.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/clientEncryptionKeys,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/clientEncryptionKeys/read,Read Client Encryption Key(s),Read a Client Encryption Key or list all the Client Encryption Keys.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/clientEncryptionKeys/operationResults,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/clientEncryptionKeys/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/containers,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/containers/write,Write SQL container,Create or update a SQL container.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/containers,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/containers/read,Read SQL container(s),Read a SQL container or list all the SQL containers.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/containers,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/containers/delete,Delete SQL container,Delete a SQL container.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/containers,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/containers/partitionMerge/action,Read operation results,Read status of the asynchronous operation.,false
Microsoft.DocumentDB,databaseAccounts/sqlDatabases/containers/operationResults,Microsoft.DocumentDB/databaseAccounts/sqlDatabases/containers/operationResults/read,Read operation results,Read status of the asynchronous operation.,false
