Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.Storage,storageAccounts/accountLocks,Microsoft.Storage/storageAccounts/accountLocks/deleteLock/action,null,null,false
Microsoft.Storage,storageAccounts/accountLocks,Microsoft.Storage/storageAccounts/accountLocks/read,null,null,false
Microsoft.Storage,storageAccounts/accountLocks,Microsoft.Storage/storageAccounts/accountLocks/write,null,null,false
Microsoft.Storage,storageAccounts/accountLocks,Microsoft.Storage/storageAccounts/accountLocks/delete,null,null,false
Microsoft.Storage,storageAccounts/accountMigrations,Microsoft.Storage/storageAccounts/accountMigrations/read,null,null,false
Microsoft.Storage,storageAccounts/accountMigrations,Microsoft.Storage/storageAccounts/accountMigrations/write,null,null,false
Microsoft.Storage,storageAccounts/consumerDataSharePolicies,Microsoft.Storage/storageAccounts/consumerDataSharePolicies/read,null,null,false
Microsoft.Storage,storageAccounts/consumerDataSharePolicies,Microsoft.Storage/storageAccounts/consumerDataSharePolicies/write,null,null,false
Microsoft.Storage,storageAccounts/dataSharePolicies,Microsoft.Storage/storageAccounts/dataSharePolicies/delete,null,null,false
Microsoft.Storage,storageAccounts/dataSharePolicies,Microsoft.Storage/storageAccounts/dataSharePolicies/read,null,null,false
Microsoft.Storage,storageAccounts/dataSharePolicies,Microsoft.Storage/storageAccounts/dataSharePolicies/write,null,null,false
Microsoft.Storage,storageAccounts/encryptionScopes,Microsoft.Storage/storageAccounts/encryptionScopes/read,null,null,false
Microsoft.Storage,storageAccounts/encryptionScopes,Microsoft.Storage/storageAccounts/encryptionScopes/write,null,null,false
Microsoft.Storage,storageAccounts/inventoryPolicies,Microsoft.Storage/storageAccounts/inventoryPolicies/delete,null,null,false
Microsoft.Storage,storageAccounts/inventoryPolicies,Microsoft.Storage/storageAccounts/inventoryPolicies/read,null,null,false
Microsoft.Storage,storageAccounts/inventoryPolicies,Microsoft.Storage/storageAccounts/inventoryPolicies/write,null,null,false
Microsoft.Storage,storageAccounts/networkSecurityPerimeterAssociationProxies,Microsoft.Storage/storageAccounts/networkSecurityPerimeterAssociationProxies/delete,null,null,false
Microsoft.Storage,storageAccounts/networkSecurityPerimeterAssociationProxies,Microsoft.Storage/storageAccounts/networkSecurityPerimeterAssociationProxies/read,null,null,false
Microsoft.Storage,storageAccounts/networkSecurityPerimeterAssociationProxies,Microsoft.Storage/storageAccounts/networkSecurityPerimeterAssociationProxies/write,null,null,false
Microsoft.Storage,storageAccounts/networkSecurityPerimeterConfigurations,Microsoft.Storage/storageAccounts/networkSecurityPerimeterConfigurations/read,null,null,false
Microsoft.Storage,storageAccounts/storageTasks,Microsoft.Storage/storageAccounts/storageTasks/delete,null,null,false
Microsoft.Storage,storageAccounts/storageTasks,Microsoft.Storage/storageAccounts/storageTasks/read,null,null,false
Microsoft.Storage,storageAccounts/storageTasks,Microsoft.Storage/storageAccounts/storageTasks/executionsummary/action,null,null,false
Microsoft.Storage,storageAccounts/storageTasks,Microsoft.Storage/storageAccounts/storageTasks/assignmentexecutionsummary/action,null,null,false
Microsoft.Storage,storageAccounts/storageTasks,Microsoft.Storage/storageAccounts/storageTasks/write,null,null,false
Microsoft.Storage,storageAccounts/localUsers,Microsoft.Storage/storageAccounts/localUsers/delete,Delete Local User,Delete local user,false
Microsoft.Storage,storageAccounts/localUsers,Microsoft.Storage/storageAccounts/localusers/regeneratePassword/action,null,null,false
Microsoft.Storage,storageAccounts/localUsers,Microsoft.Storage/storageAccounts/localusers/listKeys/action,List Local User Keys,List local user keys,false
Microsoft.Storage,storageAccounts/localUsers,Microsoft.Storage/storageAccounts/localusers/read,List Local Users,List local users,false
Microsoft.Storage,storageAccounts/localUsers,Microsoft.Storage/storageAccounts/localusers/read,Get Local User,Get local user,false
Microsoft.Storage,storageAccounts/localUsers,Microsoft.Storage/storageAccounts/localusers/write,Put Local User,Create or update local user,false
Microsoft.Storage,storageAccounts/objectReplicationPolicies,Microsoft.Storage/storageAccounts/objectReplicationPolicies/delete,Delete Object Replication Policy,Delete object replication policy,false
Microsoft.Storage,storageAccounts/objectReplicationPolicies,Microsoft.Storage/storageAccounts/objectReplicationPolicies/read,Get Object Replication Policy,Get object replication policy,false
Microsoft.Storage,storageAccounts/objectReplicationPolicies,Microsoft.Storage/storageAccounts/objectReplicationPolicies/read,List Object Replication Policies,List object replication policies,false
Microsoft.Storage,storageAccounts/objectReplicationPolicies,Microsoft.Storage/storageAccounts/objectReplicationPolicies/write,Put Object Replication Policy,Create or update object replication policy,false
Microsoft.Storage,storageAccounts/objectReplicationPolicies/restorePointMarkers,Microsoft.Storage/storageAccounts/objectReplicationPolicies/restorePointMarkers/write,Put Object Replication Restore Point Marker,Create object replication restore point marker,false
Microsoft.Storage,storageAccounts/restorePoints,Microsoft.Storage/storageAccounts/restorePoints/delete,Delete Object Replication Restore Point,Delete object replication restore point,false
Microsoft.Storage,storageAccounts/restorePoints,Microsoft.Storage/storageAccounts/restorePoints/read,Get Object Replication Restore Point,Get object replication restore point,false
Microsoft.Storage,storageAccounts/restorePoints,Microsoft.Storage/storageAccounts/restorePoints/read,List Object Replication Restore Points,List object replication restore points,false
Microsoft.Storage,storageAccounts/managementPolicies,Microsoft.Storage/storageAccounts/managementPolicies/delete,Delete storage account management policies,Delete storage account management policies,false
Microsoft.Storage,storageAccounts/managementPolicies,Microsoft.Storage/storageAccounts/managementPolicies/read,Get storage account management policies,Get storage management account policies,false
Microsoft.Storage,storageAccounts/managementPolicies,Microsoft.Storage/storageAccounts/managementPolicies/write,Put storage account management policies,Put storage account management policies,false
Microsoft.Storage,storageAccounts/privateEndpointConnections,Microsoft.Storage/storageAccounts/privateEndpointConnections/read,List Private Endpoint Connections,List Private Endpoint Connections,false
Microsoft.Storage,storageAccounts/privateEndpointConnections,Microsoft.Storage/storageAccounts/privateEndpointConnections/delete,Delete Private Endpoint Connection,Delete Private Endpoint Connection,false
Microsoft.Storage,storageAccounts/privateEndpointConnections,Microsoft.Storage/storageAccounts/privateEndpointConnections/read,Get Private Endpoint Connection,Get Private Endpoint Connection,false
Microsoft.Storage,storageAccounts/privateEndpointConnections,Microsoft.Storage/storageAccounts/privateEndpointConnections/write,Put Private Endpoint Connection,Put Private Endpoint Connection,false
Microsoft.Storage,storageAccounts/privateEndpointConnectionProxies,Microsoft.Storage/storageAccounts/privateEndpointConnectionProxies/read,Get Private Endpoint Connection Proxy,Get Private Endpoint Connection Proxy,false
Microsoft.Storage,storageAccounts/privateEndpointConnectionProxies,Microsoft.Storage/storageAccounts/privateEndpointConnectionProxies/updatePrivateEndpointProperties/action,Update storage account private endpoint properties,Update storage account private endpoint properties,false
Microsoft.Storage,storageAccounts/privateEndpointConnectionProxies,Microsoft.Storage/storageAccounts/privateEndpointConnectionProxies/delete,Delete Private Endpoint Connection Proxies,Delete Private Endpoint Connection Proxies,false
Microsoft.Storage,storageAccounts/privateEndpointConnectionProxies,Microsoft.Storage/storageAccounts/privateEndpointConnectionProxies/write,Put Private Endpoint Connection Proxies,Put Private Endpoint Connection Proxies,false
Microsoft.Storage,storageAccounts/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/providers/Microsoft.Insights/metricDefinitions,Microsoft.Storage/storageAccounts/providers/Microsoft.Insights/metricDefinitions/read,Get list of Microsoft Storage Metrics definitions,Get list of Microsoft Storage Metrics definitions.,false
Microsoft.Storage,storageAccounts/services/diagnosticSettings,Microsoft.Storage/storageAccounts/services/diagnosticSettings/write,Create/Update Diagnostic Settings,Create/Update storage account diagnostic settings.,false
Microsoft.Storage,storageAccounts/blobServices,Microsoft.Storage/storageAccounts/blobServices/read,List Blob Services,List blob services,false
Microsoft.Storage,storageAccounts/blobServices,Microsoft.Storage/storageAccounts/blobServices/generateUserDelegationKey/action,Generate a user delegation key,Returns a user delegation key for the blob service,false
Microsoft.Storage,storageAccounts/blobServices,Microsoft.Storage/storageAccounts/blobServices/write,Put blob service properties,Returns the result of put blob service properties,false
Microsoft.Storage,storageAccounts/blobServices,Microsoft.Storage/storageAccounts/blobServices/read,Get blob service properties or statistics,Returns blob service properties or statistics,false
Microsoft.Storage,storageAccounts/blobServices/providers/Microsoft.Insights/logDefinitions,Microsoft.Storage/storageAccounts/blobServices/providers/Microsoft.Insights/logDefinitions/read,Read log definition,Gets the log definition for Blob,false
Microsoft.Storage,storageAccounts/blobServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/blobServices/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/blobServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/blobServices/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/blobServices/providers/Microsoft.Insights/metricDefinitions,Microsoft.Storage/storageAccounts/blobServices/providers/Microsoft.Insights/metricDefinitions/read,Get list of Microsoft Storage Metrics definitions,Get list of Microsoft Storage Metrics definitions.,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/migrate/action,null,null,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/write,Patch blob container,Returns the result of patch blob container,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/delete,Delete blob container,Returns the result of deleting a container,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/read,Get blob container,Returns a container,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/read,List of blob containers,Returns list of containers,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/lease/action,Lease blob container,Returns the result of leasing blob container,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/write,Put blob container,Returns the result of put blob container,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/clearLegalHold/action,Clear blob container legal hold,Clear blob container legal hold,false
Microsoft.Storage,storageAccounts/blobServices/containers,Microsoft.Storage/storageAccounts/blobServices/containers/setLegalHold/action,Set blob container legal hold,Set blob container legal hold,false
Microsoft.Storage,storageAccounts/blobServices/containers/immutabilityPolicies,Microsoft.Storage/storageAccounts/blobServices/containers/immutabilityPolicies/extend/action,Extend blob container immutability policy,Extend blob container immutability policy,false
Microsoft.Storage,storageAccounts/blobServices/containers/immutabilityPolicies,Microsoft.Storage/storageAccounts/blobServices/containers/immutabilityPolicies/delete,Delete blob container immutability policy,Delete blob container immutability policy,false
Microsoft.Storage,storageAccounts/blobServices/containers/immutabilityPolicies,Microsoft.Storage/storageAccounts/blobServices/containers/immutabilityPolicies/write,Put blob container immutability policy,Put blob container immutability policy,false
Microsoft.Storage,storageAccounts/blobServices/containers/immutabilityPolicies,Microsoft.Storage/storageAccounts/blobServices/containers/immutabilityPolicies/lock/action,Lock blob container immutability policy,Lock blob container immutability policy,false
Microsoft.Storage,storageAccounts/blobServices/containers/immutabilityPolicies,Microsoft.Storage/storageAccounts/blobServices/containers/immutabilityPolicies/read,Get blob container immutability policy,Get blob container immutability policy,false
Microsoft.Storage,storageAccounts/fileServices,Microsoft.Storage/storageAccounts/fileServices/shares/action,Restore File Share,Restore file share,false
Microsoft.Storage,storageAccounts/fileServices,Microsoft.Storage/storageAccounts/fileServices/read,List File Services,List file services,false
Microsoft.Storage,storageAccounts/fileServices,Microsoft.Storage/storageAccounts/fileServices/write,Put File Service Properties,Put file service properties,false
Microsoft.Storage,storageAccounts/fileServices,Microsoft.Storage/storageAccounts/fileServices/read,Get file service properties,Get file service properties,false
Microsoft.Storage,storageAccounts/fileServices/providers/Microsoft.Insights/logDefinitions,Microsoft.Storage/storageAccounts/fileServices/providers/Microsoft.Insights/logDefinitions/read,Read log definition,Gets the log definition for File,false
Microsoft.Storage,storageAccounts/fileServices/shares,Microsoft.Storage/storageAccounts/fileServices/shares/delete,Delete File Share,Delete file share,false
Microsoft.Storage,storageAccounts/fileServices/shares,Microsoft.Storage/storageAccounts/fileServices/shares/read,Get File Share,Get file share,false
Microsoft.Storage,storageAccounts/fileServices/shares,Microsoft.Storage/storageAccounts/fileServices/shares/lease/action,null,null,false
Microsoft.Storage,storageAccounts/fileServices/shares,Microsoft.Storage/storageAccounts/fileServices/shares/read,List File Shares,List file shares,false
Microsoft.Storage,storageAccounts/fileServices/shares,Microsoft.Storage/storageAccounts/fileServices/shares/write,Put File Share,Create or update file share,false
Microsoft.Storage,storageAccounts/fileServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/fileServices/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/fileServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/fileServices/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/fileServices/providers/Microsoft.Insights/metricDefinitions,Microsoft.Storage/storageAccounts/fileServices/providers/Microsoft.Insights/metricDefinitions/read,Get list of Microsoft Storage Metrics definitions,Get list of Microsoft Storage Metrics definitions.,false
Microsoft.Storage,storageAccounts/queueServices,Microsoft.Storage/storageAccounts/queueServices/read,null,null,false
Microsoft.Storage,storageAccounts/queueServices,Microsoft.Storage/storageAccounts/queueServices/write,null,null,false
Microsoft.Storage,storageAccounts/queueServices,Microsoft.Storage/storageAccounts/queueServices/read,Get Queue service properties,Get Queue service properties,false
Microsoft.Storage,storageAccounts/queueServices,Microsoft.Storage/storageAccounts/queueServices/read,Get queue service properties or statistics,Returns queue service properties or statistics.,false
Microsoft.Storage,storageAccounts/queueServices,Microsoft.Storage/storageAccounts/queueServices/write,Set queue service properties,Returns the result of setting queue service properties,false
Microsoft.Storage,storageAccounts/queueServices/providers/Microsoft.Insights/logDefinitions,Microsoft.Storage/storageAccounts/queueServices/providers/Microsoft.Insights/logDefinitions/read,Read log definition,Gets the log definition for Queue,false
Microsoft.Storage,storageAccounts/queueServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/queueServices/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/queueServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/queueServices/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/queueServices/providers/Microsoft.Insights/metricDefinitions,Microsoft.Storage/storageAccounts/queueServices/providers/Microsoft.Insights/metricDefinitions/read,Get list of Microsoft Storage Metrics definitions,Get list of Microsoft Storage Metrics definitions.,false
Microsoft.Storage,storageAccounts/queueServices/queues,Microsoft.Storage/storageAccounts/queueServices/queues/delete,null,null,false
Microsoft.Storage,storageAccounts/queueServices/queues,Microsoft.Storage/storageAccounts/queueServices/queues/read,null,null,false
Microsoft.Storage,storageAccounts/queueServices/queues,Microsoft.Storage/storageAccounts/queueServices/queues/write,null,null,false
Microsoft.Storage,storageAccounts/queueServices/queues,Microsoft.Storage/storageAccounts/queueServices/queues/read,Read a queue or list queues,Returns a queue or a list of queues.,false
Microsoft.Storage,storageAccounts/queueServices/queues,Microsoft.Storage/storageAccounts/queueServices/queues/write,Write queue,Returns the result of writing a queue,false
Microsoft.Storage,storageAccounts/queueServices/queues,Microsoft.Storage/storageAccounts/queueServices/queues/delete,Delete queue,Returns the result of deleting a queue,false
Microsoft.Storage,storageAccounts/tableServices,Microsoft.Storage/storageAccounts/tableServices/read,null,null,false
Microsoft.Storage,storageAccounts/tableServices,Microsoft.Storage/storageAccounts/tableServices/read,Get Table service properties,Get Table service properties,false
Microsoft.Storage,storageAccounts/tableServices,Microsoft.Storage/storageAccounts/tableServices/write,null,null,false
Microsoft.Storage,storageAccounts/tableServices,Microsoft.Storage/storageAccounts/tableServices/read,Get table service properties or statistics,Get table service properties or statistics,false
Microsoft.Storage,storageAccounts/tableServices,Microsoft.Storage/storageAccounts/tableServices/write,Set table service properties,Set table service properties,false
Microsoft.Storage,storageAccounts/tableServices/tables,Microsoft.Storage/storageAccounts/tableServices/tables/delete,null,null,false
Microsoft.Storage,storageAccounts/tableServices/tables,Microsoft.Storage/storageAccounts/tableServices/tables/read,null,null,false
Microsoft.Storage,storageAccounts/tableServices/tables,Microsoft.Storage/storageAccounts/tableServices/tables/write,null,null,false
Microsoft.Storage,storageAccounts/tableServices/tables,Microsoft.Storage/storageAccounts/tableServices/tables/read,Query tables,Query tables,false
Microsoft.Storage,storageAccounts/tableServices/tables,Microsoft.Storage/storageAccounts/tableServices/tables/write,Create tables,Create tables,false
Microsoft.Storage,storageAccounts/tableServices/tables,Microsoft.Storage/storageAccounts/tableServices/tables/delete,Delete tables,Delete tables,false
Microsoft.Storage,storageAccounts/tableServices/providers/Microsoft.Insights/logDefinitions,Microsoft.Storage/storageAccounts/tableServices/providers/Microsoft.Insights/logDefinitions/read,Read log definition,Gets the log definition for Table,false
Microsoft.Storage,storageAccounts/tableServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/tableServices/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/tableServices/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Storage/storageAccounts/tableServices/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource.,false
Microsoft.Storage,storageAccounts/tableServices/providers/Microsoft.Insights/metricDefinitions,Microsoft.Storage/storageAccounts/tableServices/providers/Microsoft.Insights/metricDefinitions/read,Get list of Microsoft Storage Metrics definitions,Get list of Microsoft Storage Metrics definitions.,false
Microsoft.Storage,storageAccounts/privateLinkResources,Microsoft.Storage/storageAccounts/privateLinkResources/read,Get StorageAccount groupids,Get StorageAccount groupids,false
Microsoft.Storage,usages,Microsoft.Storage/usages/read,Get Subscription Usages,Returns the limit and the current usage count for resources in the specified subscription,false
Microsoft.GuestConfiguration,,Microsoft.GuestConfiguration/register/action,Registers the feature for Microsoft.GuestConfiguration,Registers the subscription for the Microsoft.GuestConfiguration resource provider.,false
Microsoft.GuestConfiguration,guestConfigurationAssignments,Microsoft.GuestConfiguration/guestConfigurationAssignments/write,Microsoft.GuestConfiguration/guestConfigurationAssignments/write,Create new guest configuration assignment.,false
Microsoft.GuestConfiguration,guestConfigurationAssignments,Microsoft.GuestConfiguration/guestConfigurationAssignments/read,Microsoft.GuestConfiguration/guestConfigurationAssignments/read,Get guest configuration assignment.,false
Microsoft.GuestConfiguration,guestConfigurationAssignments,Microsoft.GuestConfiguration/guestConfigurationAssignments/delete,Microsoft.GuestConfiguration/guestConfigurationAssignments/delete,Delete guest configuration assignment.,false
Microsoft.GuestConfiguration,guestConfigurationAssignments,Microsoft.GuestConfiguration/guestConfigurationAssignments/healthcheck/action,Microsoft.GuestConfiguration/guestConfigurationAssignments/healthcheck/action,Get guest configuration assignment.,false
Microsoft.GuestConfiguration,guestConfigurationAssignments/reports,Microsoft.GuestConfiguration/guestConfigurationAssignments/reports/read,Microsoft.GuestConfiguration/guestConfigurationAssignments/reports/read,Get guest configuration assignment report.,false
Microsoft.GuestConfiguration,operations,Microsoft.GuestConfiguration/operations/read,Microsoft.GuestConfiguration/operations/read,Gets the operations for the Microsoft.GuestConfiguration resource provider,false
Microsoft.DBforMariaDB,,Microsoft.DBforMariaDB/privateEndpointConnectionsApproval/action,Private Endpoint Connections Approval,Determines if user is allowed to approve a private endpoint connection,false
Microsoft.DBforMariaDB,,Microsoft.DBforMariaDB/register/action,Register MariaDB Resource Provider,Register MariaDB Resource Provider,false
Microsoft.DBforMariaDB,,Microsoft.DBforMariaDB/checkNameAvailability/action,Check Server Name Availability,Verify whether given server name is available for provisioning worldwide for a given subscription.,false
Microsoft.DBforMariaDB,locations/administratorAzureAsyncOperation,Microsoft.DBforMariaDB/locations/administratorAzureAsyncOperation/read,MariaDB server administrator operation,Gets in-progress operations on MariaDB server administrators,false
Microsoft.DBforMariaDB,locations/privateEndpointConnectionProxyAzureAsyncOperation,Microsoft.DBforMariaDB/locations/privateEndpointConnectionProxyAzureAsyncOperation/read,Get private endpoint connection proxy operation status,Gets the result for a private endpoint connection proxy operation,false
Microsoft.DBforMariaDB,locations/privateEndpointConnectionProxyOperationResults,Microsoft.DBforMariaDB/locations/privateEndpointConnectionProxyOperationResults/read,Get private endpoint connection proxy operation status,Gets the result for a private endpoint connection proxy operation,false
Microsoft.DBforMariaDB,locations/privateEndpointConnectionAzureAsyncOperation,Microsoft.DBforMariaDB/locations/privateEndpointConnectionAzureAsyncOperation/read,Get private endpoint connection operation status,Gets the result for a private endpoint connection operation,false
Microsoft.DBforMariaDB,locations/privateEndpointConnectionOperationResults,Microsoft.DBforMariaDB/locations/privateEndpointConnectionOperationResults/read,Get private endpoint connection operation status,Gets the result for a private endpoint connection operation,false
Microsoft.DBforMariaDB,locations/serverKeyAzureAsyncOperation,Microsoft.DBforMariaDB/locations/serverKeyAzureAsyncOperation/read,Data Encryption server keys operation,Gets in-progress operations on data encryption server keys,false
Microsoft.DBforMariaDB,locations/serverKeyOperationResults,Microsoft.DBforMariaDB/locations/serverKeyOperationResults/read,Data Encryption server keys operation,Gets in-progress operations on transparent data encryption server keys,false
Microsoft.DBforMariaDB,operations,Microsoft.DBforMariaDB/operations/read,List/Get MariaDB Operations,Return the list of MariaDB Operations.,false
Microsoft.DBforMariaDB,locations/operationResults,Microsoft.DBforMariaDB/locations/operationResults/read,Get MariaDB ResourceGroup based Server Operation Results,Return ResourceGroup based MariaDB Server Operation Results,false
Microsoft.DBforMariaDB,locations/operationResults,Microsoft.DBforMariaDB/locations/operationResults/read,Get MariaDB Server Operation Results,Return MariaDB Server Operation Results,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/start/action,Start MariaDB Server,Starts a specific server.,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/stop/action,Stop MariaDB Server,Stops a specific server.,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/resetQueryPerformanceInsightData/action,Reset Query Performance Insight data,Reset Query Performance Insight data,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/queryTexts/action,List query texts for a list of queries,Return the texts for a list of queries,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/queryTexts/action,Return the text of a query,Return the text of a query,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/privateEndpointConnectionsApproval/action,Private Endpoint Connections Approval,Determines if user is allowed to approve a private endpoint connection,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/read,List/Get MariaDB Servers,Return the list of servers or gets the properties for the specified server.,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/write,Create/Update MariaDB Server,Creates a server with the specified parameters or update the properties or tags for the specified server.,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/delete,Delete MariaDB Server,Deletes an existing server.,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/restart/action,Restart MariaDB Server,Restarts a specific server.,false
Microsoft.DBforMariaDB,servers,Microsoft.DBforMariaDB/servers/updateConfigurations/action,Batch Update Server Configurations,Update configurations for the specified server,false
Microsoft.DBforMariaDB,servers/administrators,Microsoft.DBforMariaDB/servers/administrators/read,Get Administrators of MariaDB server.,Gets a list of MariaDB server administrators.,false
Microsoft.DBforMariaDB,servers/administrators,Microsoft.DBforMariaDB/servers/administrators/write,Create/Update Administrator of MariaDB server.,Creates or updates MariaDB server administrator with the specified parameters.,false
Microsoft.DBforMariaDB,servers/administrators,Microsoft.DBforMariaDB/servers/administrators/delete,Delete Administrator of MariaDB server.,Deletes an existing administrator of MariaDB server.,false
Microsoft.DBforMariaDB,servers/advisors,Microsoft.DBforMariaDB/servers/advisors/read,Return the list of advisors,Return the list of advisors,false
Microsoft.DBforMariaDB,servers/advisors,Microsoft.DBforMariaDB/servers/advisors/read,Return an advisor,Return an advisor,false
Microsoft.DBforMariaDB,servers/advisors,Microsoft.DBforMariaDB/servers/advisors/createRecommendedActionSession/action,Create a new recommendation action session,Create a new recommendation action session,false
Microsoft.DBforMariaDB,servers/advisors/recommendedActions,Microsoft.DBforMariaDB/servers/advisors/recommendedActions/read,Return the list of recommended actions,Return the list of recommended actions,false
Microsoft.DBforMariaDB,servers/advisors/recommendedActions,Microsoft.DBforMariaDB/servers/advisors/recommendedActions/read,Return a recommended action,Return a recommended action,false
Microsoft.DBforMariaDB,servers/privateEndpointConnectionProxies,Microsoft.DBforMariaDB/servers/privateEndpointConnectionProxies/validate/action,Validate Azure Database for MariaDB Private Endpoint Connection Creation by NRP,Validates a private endpoint connection create call from NRP side,false
Microsoft.DBforMariaDB,servers/privateEndpointConnectionProxies,Microsoft.DBforMariaDB/servers/privateEndpointConnectionProxies/read,List/Get Azure Database for MariaDB Private Endpoint Connection Proxy,Returns the list of private endpoint connection proxies or gets the properties for the specified private endpoint connection proxy.,false
Microsoft.DBforMariaDB,servers/privateEndpointConnectionProxies,Microsoft.DBforMariaDB/servers/privateEndpointConnectionProxies/write,Create/Update Azure Database for MariaDB Private Endpoint Connection Proxy,Creates a private endpoint connection proxy with the specified parameters or updates the properties or tags for the specified private endpoint connection proxy.,false
Microsoft.DBforMariaDB,servers/privateEndpointConnectionProxies,Microsoft.DBforMariaDB/servers/privateEndpointConnectionProxies/delete,Delete Azure Database for MariaDB Private Endpoint Connection Proxy,Deletes an existing private endpoint connection proxy,false
Microsoft.DBforMariaDB,servers/keys,Microsoft.DBforMariaDB/servers/keys/read,List/Get Azure Database for MariaDB Server Key(s),Return the list of server keys or gets the properties for the specified server key.,false
Microsoft.DBforMariaDB,servers/keys,Microsoft.DBforMariaDB/servers/keys/write,Create/Update Azure Database for MariaDB Server Keys,Creates a key with the specified parameters or update the properties or tags for the specified server key.,false
Microsoft.DBforMariaDB,servers/keys,Microsoft.DBforMariaDB/servers/keys/delete,Delete Azure Database for MariaDB Server Key,Deletes an existing server key.,false
Microsoft.DBforMariaDB,servers/privateEndpointConnections,Microsoft.DBforMariaDB/servers/privateEndpointConnections/read,List/Get Azure Database for MariaDB private endpoint connection,Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection.,false
Microsoft.DBforMariaDB,servers/privateEndpointConnections,Microsoft.DBforMariaDB/servers/privateEndpointConnections/delete,Delete Azure Database for MariaDB private endpoint connection,Deletes an existing private endpoint connection,false
Microsoft.DBforMariaDB,servers/privateEndpointConnections,Microsoft.DBforMariaDB/servers/privateEndpointConnections/write,Approve or Reject Azure Database for MariaDB private endpoint connection,Approves or rejects an existing private endpoint connection,false
Microsoft.DBforMariaDB,servers/privateLinkResources,Microsoft.DBforMariaDB/servers/privateLinkResources/read,Get the private link resources for the corresponding MariaDB Server,Get the private link resources for the corresponding MariaDB Server,false
